SL No,Company,Country,Country Code,Market Cap,Diversity,Stock Price (2015),Stock Price (2016),Stock Price (2017),Stock Price (2018),Stock Price (2019),Stock Price (2020),Stock Price (2021),Stock Price (2022),Stock Price (2023),Stock Price (2024),Expense (2015),Expense (2016),Expense (2017),Expense (2018),Expense (2019),Expense (2020),Expense (2021),Expense (2022),Expense (2023),Expense (2024),Revenue (2015),Revenue (2016),Revenue (2017),Revenue (2018),Revenue (2019),Revenue (2020),Revenue (2021),Revenue (2022),Revenue (2023),Revenue (2024),Market share (2015),Market share (2016),Market share (2017),Market share (2018),Market share (2019),Market share (2020),Market share (2021),Market share (2022),Market share (2023),Market share (2024)
224,Browsecat,China,CNY,$7.06B,23.2,n/a,n/a,n/a,$636.19M,$2.49B,$356.59M,$196.76B,$14.4B,$532.37M,$34.01M,$27221776.75,$20391230.40,$94148496.76,$34560488.85,$87544597.62,$31299862.52,$67805024.56,$40819346.43,$48071296.34,$11701468.02,$58946944.30,$40921202.95,$18168350.01,$24575284.20,$3320097.76,$8449999.30,$92294360.56,$62941977.93,$55571402.14,$18621819.75,36.35,12.37,75.72,74.05,26.54,91.41,42.96,68.92,38.69,65.35
225,Jayo,Hungary,HUF,$790.66M,58.4,$178.04M,$22.76B,$607.04M,$300.48M,$13.13B,n/a,$252.5M,$182.92M,n/a,$106.47M,$87630780.02,$86457982.12,$44331903.43,$62161815.34,$75871351.24,$50979772.13,$69730470.42,$37520332.84,$44048439.82,$41566831.68,$78976842.59,$60656245.83,$67411595.92,$33325005.37,$94388905.09,$74622271.03,$79104628.00,$35508513.93,$31823841.52,$12824343.41,63.73,3.48,12.37,11.42,44.99,1.46,52.56,4.85,90.3,95.36
226,Jabbersphere,Poland,PLN,$89.93B,88.6,$1.02B,$191.02M,$1.07B,$2.11B,$7.52M,$613.79M,$613.79M,n/a,$1.63B,$864.5M,$65506013.38,$90587182.42,$47897705.15,$59744012.12,$40833023.58,$8802582.71,$38141365.63,$48827897.32,$7192006.96,$98069989.42,$24907979.13,$26872636.10,$78534652.36,$93656222.61,$82471946.16,$88558144.15,$85516071.72,$55142931.64,$58289606.80,$27471415.06,98.83,74.24,49.47,20.69,29.87,89.35,30.08,10.07,8.34,75.5
227,Tavu,China,CNY,$441.26M,76.2,$415.04M,$213.5M,n/a,$220.8M,$298.04M,$790.37M,$2.49B,$939.02M,$116.38B,$73.91M,$26849823.71,$344450.96,$67200583.09,$44005949.96,$79909848.30,$73541443.97,$43046272.33,$47509146.19,$76505472.96,$56917885.31,$84831376.25,$33450932.00,$65030868.91,$80508696.18,$87005189.30,$86214375.18,$66114993.33,$64355181.87,$10224786.20,$47352996.19,11.25,64.02,98.22,3.74,61.03,80.35,83.38,97.24,11.22,67.33
228,Gabcube,China,CNY,$17.26B,42.0,$2.65B,$9.71B,$48.91M,$816.59M,$29.17M,$194.94M,$3.4B,n/a,$758.66M,$172.02M,$47238677.97,$66180569.21,$73647419.97,$21416109.57,$70674111.03,$65444531.03,$55576539.29,$37246337.33,$88944921.57,$5275172.96,$38659313.45,$30186646.69,$83238859.53,$95033994.22,$93612916.63,$6458539.21,$55590925.76,$85113695.41,$11969130.29,$89919440.73,31.82,13.17,13.43,96.73,47.75,74.84,1.93,52.21,41.96,15.46
229,Kanoodle,Indonesia,IDR,$236.5M,94.1,$31.03M,$19.06M,$58.82B,$432.95M,$5.28B,$6.74M,$885.73M,$780.06M,$10.5B,n/a,$12738198.71,$82479268.97,$62719752.52,$26308141.26,$37004167.04,$53981513.78,$29062870.43,$32236949.10,$52582056.79,$43886688.19,$78676486.19,$52283014.06,$44629627.34,$24459793.39,$80236141.78,$10780588.95,$97847943.11,$66892071.51,$24523948.78,$70348203.90,43.45,84.76,83.88,46.27,88.58,21.29,12.77,51.41,86.31,41.88
230,Browsezoom,Chile,CLP,$65.68B,80.9,n/a,$216.91M,$392.94M,$212.41M,$295.41M,n/a,$27.34M,$6.7M,$252.5M,$1.59B,$24502394.70,$28481383.16,$50285706.64,$49824387.13,$97874440.57,$2253868.23,$27133701.59,$69434257.81,$27254961.06,$43105721.32,$71304795.69,$7754628.94,$18579649.02,$24344282.82,$29174802.18,$3524361.20,$62945688.85,$16680971.64,$87846.16,$45933386.62,28.47,25.31,93.34,23.0,15.14,31.62,19.08,1.88,24.28,35.95
231,Edgewire,Poland,PLN,$837.01M,92.8,n/a,$2.4B,$848.46M,n/a,$182.87M,$1.52B,n/a,$8.43B,$365.71M,$5.04B,$67410096.26,$22709367.02,$64818441.50,$57202513.30,$85127295.86,$4896046.02,$86970451.51,$73707267.02,$12164041.42,$81464339.59,$36959460.21,$58832130.33,$42548027.22,$79562633.79,$61778835.10,$3390407.39,$55262052.36,$26038951.56,$24534846.68,$42943387.88,80.24,63.46,53.89,9.58,81.36,58.09,15.41,90.46,96.46,94.35
232,Dynabox,Russia,RUB,$1.09B,44.0,$21.78M,$836.2M,$315.81M,$446.68M,n/a,$379.39M,$70.55M,$87854.2,$8.63B,$2.32B,$98830909.59,$59964756.46,$21592231.61,$96487056.15,$41871336.76,$40114599.59,$86234765.97,$15540476.89,$10474528.36,$4648381.53,$91132923.04,$18243146.56,$59509739.56,$88042250.37,$70646219.97,$78680534.66,$18528167.01,$46389649.37,$86364459.70,$41004659.36,44.49,37.92,77.13,11.95,83.37,59.24,35.41,87.47,46.88,27.74
233,Twinte,China,CNY,$9.84B,80.4,$52.36M,$322.51M,$170.21M,$32.29M,$2.46B,$655.59M,$283.98M,$198.66M,$18.77M,$311.18M,$96394543.70,$94323559.97,$88377515.24,$58664056.61,$76535206.62,$2604016.13,$48524688.69,$14723064.52,$91322753.58,$45116155.33,$55599432.36,$44174188.50,$2561011.35,$27087500.64,$32423047.84,$17647716.25,$22971099.09,$17704470.83,$33066119.49,$77363149.27,87.17,54.69,50.69,51.06,77.05,59.2,78.77,30.58,47.43,71.79
234,Cogidoo,Palestinian Territory,ILS,$452.03M,55.4,$3.84B,$55.33M,$38.27M,$698.89M,$327.09M,$19.23B,$8.73B,$38.25M,$317.23M,n/a,$3512352.55,$98834828.58,$61397343.22,$46307985.52,$21143077.50,$14181369.76,$67704875.04,$4428652.63,$64109190.36,$99182836.45,$60866851.63,$68261688.81,$18186671.17,$48955177.46,$36986719.83,$27452336.18,$96697025.39,$21218892.18,$16066801.28,$96121951.25,49.15,42.45,3.57,18.52,17.19,61.32,39.7,34.54,2.42,5.87
235,Buzzdog,Philippines,PHP,$705.42M,58.9,n/a,$11.13B,$2.19B,$5.04B,$1.91B,$127.9M,$17.3B,$1.14B,n/a,$707.33M,$50618242.58,$79997260.66,$53357126.05,$36401075.48,$39289543.60,$22057439.52,$14910068.61,$34242199.51,$21721805.30,$19377387.50,$39239514.30,$33368741.87,$3188540.19,$6166194.42,$92237598.86,$40532028.54,$50637284.93,$60035847.56,$69157173.95,$36771119.57,87.8,58.69,40.76,12.25,55.84,22.95,34.72,11.54,58.06,44.19
236,Oyoba,United States,USD,$1.49B,83.7,$205.59M,$6.19B,$741.2M,$274.06M,$37.4B,$342.95M,$3.65B,$25.63M,$1.65B,$2.3B,$19668583.31,$56067458.53,$91927198.11,$30253026.83,$78715731.59,$6789511.09,$21903788.02,$49126956.61,$98062309.17,$83755064.53,$79219180.86,$31755585.70,$79017641.48,$99293022.16,$79190541.50,$66586850.33,$37839826.41,$21484909.32,$53608202.45,$90057820.71,78.68,47.26,61.35,79.3,37.98,54.69,43.86,21.25,60.4,77.04
237,Skajo,Philippines,PHP,$2.81B,51.5,$5.53B,$956.82M,$763.42M,n/a,$109.6M,$1.63B,$1.18B,n/a,$25.45M,n/a,$17412106.03,$17350340.15,$35321726.36,$38365171.58,$80238031.03,$91381133.76,$40552716.26,$52665894.86,$4752742.73,$17462455.73,$85222255.31,$83764150.41,$18121003.96,$5792708.33,$26424729.46,$49565665.21,$73861122.91,$61126152.42,$17103972.97,$30622475.04,88.46,94.79,35.28,36.39,66.88,24.61,3.66,7.06,6.73,87.52
238,Dablist,Palestinian Territory,ILS,n/a,70.6,$203.27M,$92.99M,$1.69B,$161.77M,$110.38M,$1.54B,$116.91M,n/a,n/a,$197.05M,$11141347.69,$30856155.06,$62187792.68,$93073598.74,$2193282.29,$40638532.71,$67106754.56,$19131097.36,$85438020.46,$28138047.02,$23165737.69,$21691920.74,$54615923.41,$98637409.75,$61584564.79,$85299116.76,$29788003.28,$40427451.10,$79396108.89,$1610182.05,25.89,14.79,64.4,50.66,18.45,77.7,88.3,88.06,20.86,4.32
239,Ozu,Netherlands,EUR,$6.59B,27.7,$607.04M,$233.17B,$299.1M,$2.72B,$411.13M,$117.97M,$4.14B,$496.77M,$41.81M,$5.55B,$30549415.77,$41352624.50,$36584553.11,$33644959.34,$87622692.60,$39949291.32,$5799332.97,$64357824.51,$60930484.30,$36926340.60,$15191828.80,$84026573.92,$62044967.64,$54155592.24,$4762856.24,$81485740.70,$69331961.40,$34344433.38,$49437317.46,$74890219.95,38.54,72.01,59.69,30.84,93.53,1.29,98.83,90.35,46.39,61.54
240,Vipe,China,CNY,n/a,82.2,$560.06M,n/a,$1.85B,$111.85M,$38.77M,$164.26M,$2B,n/a,$1.07B,$2.46B,$56923042.26,$93282361.24,$71620108.91,$40658533.58,$10358269.89,$45783438.37,$35828677.80,$40001127.37,$62472010.50,$59048568.83,$45018202.97,$54283413.31,$57099328.66,$38757412.65,$3962913.52,$31354716.16,$37112211.20,$65812285.05,$9189424.46,$15341646.99,5.28,80.04,37.89,90.52,85.13,91.63,45.92,41.8,81.09,79.11
241,Twinder,Japan,JPY,n/a,59.1,$48.52M,$15.92B,$187.3M,n/a,n/a,$414.14M,$25.84M,$5.24M,$2.08B,n/a,$78913955.63,$19042763.24,$22100154.51,$83541483.24,$95842400.21,$20297318.77,$20429038.58,$70692779.96,$65687812.81,$39815968.51,$89272673.82,$77542059.71,$74855444.46,$27793836.67,$97559701.23,$26092476.35,$31972212.55,$15403329.57,$67677404.96,$96112900.69,5.91,27.12,48.5,17.87,81.87,87.93,86.98,87.25,48.7,48.4
242,Oyoba,Brazil,BRL,$134.47M,89.6,$121.38M,$1.21B,$1.8B,$353.77B,n/a,$71.34M,$5.09B,$1.92B,$204.76M,$5.08M,$91879730.68,$36166206.36,$73972431.59,$62545611.31,$78418105.65,$76114911.21,$16021505.52,$70201151.82,$5115909.37,$88992873.76,$2170286.88,$47690228.29,$39608525.01,$8487332.93,$83549763.44,$42379380.52,$2255448.86,$65082951.06,$2309332.44,$17458132.36,28.82,20.84,35.79,98.65,75.13,81.5,71.52,3.52,4.61,6.28
243,Vimbo,Pakistan,PKR,$3.5B,44.3,$178.38M,$277.68M,$1.28B,$22.24M,$261.58M,$3.18B,$1.78B,$1.17B,$102.6M,$460.25M,$46979080.89,$64461191.89,$82770161.50,$83901137.94,$44122653.46,$80711194.92,$51035286.27,$88866373.06,$92652860.05,$60669626.13,$2906845.78,$42849887.79,$32759005.64,$38987823.54,$37556591.90,$38681270.89,$97679644.77,$26699507.59,$73018204.66,$40933122.50,23.64,97.46,75.85,24.0,17.3,37.72,75.47,61.78,2.89,17.8
244,Aimbu,China,CNY,$5.29B,77.0,$911.47M,$12.47B,$1.15B,$61.78M,$1.45B,$43.74M,$403.05M,$19.89B,$22.36M,$380.1M,$70261480.55,$67655245.80,$56464012.11,$16522149.62,$30968779.99,$83798485.20,$37723275.32,$60101511.56,$98846909.24,$87117152.70,$82476418.21,$76560987.16,$15180902.02,$99092754.69,$79410040.60,$33667763.51,$70223125.93,$31948897.74,$8203802.21,$91278710.77,61.57,76.28,45.22,7.9,69.62,30.18,84.43,43.5,44.2,39.07
245,Kayveo,France,EUR,$1.08B,74.1,$703.23M,n/a,n/a,$128.56M,$15.92B,$53.83M,$1.88B,n/a,$264.56M,$4.6B,$43162122.10,$31698469.50,$67601578.28,$6308922.91,$28528155.36,$35289028.82,$71165505.38,$59924423.14,$78392598.57,$84306386.05,$897788.85,$4212294.77,$54702216.10,$32260086.96,$93989830.04,$68472067.88,$18638174.44,$77939536.18,$22986834.96,$62632798.44,32.91,56.77,4.58,72.78,54.34,49.8,32.7,29.0,43.8,47.78
246,Mudo,China,CNY,$488.16M,85.4,$1.39B,$2.9B,n/a,$181.04M,$95.04M,n/a,$22.77M,$18.63B,$90.21B,$427.28M,$65477091.45,$51224458.26,$52632273.94,$49626108.02,$49186535.47,$37563036.46,$82211903.49,$10427535.81,$70297578.94,$70272339.38,$53157549.24,$59990515.05,$25551642.69,$39598743.89,$99478291.18,$57390818.81,$99599597.08,$93475111.16,$32952744.72,$17092324.94,35.8,97.06,88.51,14.38,58.78,43.17,21.67,74.98,88.75,3.61
247,Zooxo,Brazil,BRL,$108.91M,50.1,$37.85B,$95.92M,$2.12B,$324.65M,$707.25M,$115.53M,$636.64M,$71.12B,$16.06B,$3.64B,$92826377.99,$8437516.67,$69016859.64,$81990282.14,$40319005.29,$65788459.41,$90665056.28,$21275512.60,$81850675.84,$54007978.23,$50439619.66,$78417703.71,$61543373.34,$73981233.07,$63840933.18,$38818331.56,$24330554.56,$56550019.74,$55210105.39,$9022987.63,83.8,1.18,44.65,92.41,97.82,67.36,33.14,92.86,12.65,47.97
248,Realblab,China,CNY,$707.86M,30.4,n/a,$115.12M,$349.22M,$8.15B,$629.54M,$394.2M,$52.53M,$10.85B,$2.52B,$362.28M,$79671673.27,$52065145.76,$77862186.18,$31226594.76,$43589122.62,$61933230.06,$15809498.93,$99886381.45,$57176023.37,$2409780.08,$12689085.43,$35564026.77,$40127987.92,$57002672.76,$78671244.23,$66747286.05,$5735298.76,$41082276.99,$23569033.59,$42521440.45,54.63,57.75,35.98,34.33,36.42,53.39,28.63,89.46,57.87,45.89
249,Podcat,United States,USD,$967.78M,40.4,$11.46M,$142.06M,$2.63M,n/a,n/a,$45.23B,$432.95M,$38.75M,$46.06M,$4.82B,$48106906.74,$21391032.01,$83627890.09,$73817868.44,$68557048.30,$69057829.02,$51671543.84,$71222424.45,$46197887.13,$92397101.87,$22011396.44,$82424253.89,$49563846.24,$68085213.40,$52684606.00,$69869507.67,$850985.82,$2078971.13,$15766458.13,$97659138.20,48.31,19.99,59.84,81.55,19.57,71.24,73.54,41.77,93.35,69.11
250,Brainlounge,South Korea,KRW,$1.32B,93.2,$21.44M,$2.75B,$18.77B,$136.01M,$520.01M,$1.2B,$3.92B,$2.68B,$128.5M,n/a,$79025229.74,$47764367.00,$79779389.22,$25281964.14,$96588032.42,$71873458.93,$82754649.46,$36133782.58,$96965539.03,$19562824.79,$41204369.76,$73659559.47,$38034007.21,$42548317.83,$43266071.79,$81394407.01,$96021862.60,$22467985.77,$53424467.81,$94134148.79,19.74,96.05,40.93,29.64,28.84,64.91,62.03,16.86,60.65,15.29
251,Divavu,United States,USD,$531.92M,74.6,$1.11B,$52.47B,$106.49M,n/a,$40.19M,$50.2B,$51.13M,$385.08M,$221.78M,n/a,$71567215.06,$59393497.73,$55844838.25,$12740309.84,$22961604.79,$86062289.07,$85136656.47,$43048092.68,$36980977.82,$30058161.81,$39171557.87,$22587513.21,$21107097.32,$51357343.97,$64893785.46,$71371723.78,$63058717.35,$2401489.00,$37248453.74,$19768390.49,70.11,80.02,27.52,8.35,84.08,3.88,24.09,62.11,92.65,71.55
252,Flipstorm,Indonesia,IDR,$12.29M,84.9,$907.67M,$172.9M,$182.92M,$7.49B,$47.06M,$68.75M,$772.29M,$45.41M,$2.76B,$219.23M,$75628961.99,$78554527.36,$15467910.09,$41624210.92,$75852196.03,$52191225.07,$59330155.55,$23561656.30,$1429511.55,$51905735.48,$59096147.68,$66957102.36,$35723021.35,$85460336.14,$48368021.70,$97930968.38,$66408003.86,$69261782.70,$54376117.89,$1229487.76,71.08,85.27,10.25,29.51,55.08,2.89,40.96,63.0,87.1,56.4
253,Kimia,Panama,PAB,$3.09M,30.9,$1.38B,$1.03B,n/a,$399.01M,$345.32M,$58.13M,$27.19M,$3.46B,$189.19M,$6.69B,$59814033.04,$87089528.83,$78134849.94,$25064342.47,$43355462.72,$55329953.83,$77123594.47,$28303752.79,$19493217.26,$5395966.06,$28551634.94,$49303686.42,$96295260.46,$86763703.90,$1150837.21,$5321717.10,$47003384.04,$99084910.44,$67856051.11,$86993936.41,29.02,37.05,79.47,6.81,89.67,33.45,53.55,42.67,37.95,6.54
254,Oyoyo,China,CNY,n/a,41.6,n/a,$316.23M,$1.23B,$609.5M,n/a,n/a,$205.28B,$5.97B,$63.35M,$158.15B,$51024688.42,$80641936.82,$23636111.33,$32073158.79,$11221043.45,$76695627.42,$39933852.66,$49951472.42,$24486803.94,$62799640.30,$48401497.22,$17089149.67,$30169164.50,$33966643.65,$16456611.84,$87320928.79,$99179513.76,$74535437.62,$69757573.64,$77954197.57,65.3,35.29,73.46,31.92,32.74,81.78,12.52,48.75,60.04,29.25
255,Dazzlesphere,Portugal,EUR,$5.6B,88.2,$75.46M,$112.63M,$10.85B,$437.47M,n/a,$6.74M,$4.84B,n/a,$243.62M,$1.73B,$43788638.41,$7391292.24,$93398369.15,$34985844.19,$32862751.93,$75837937.54,$90309333.90,$12797335.39,$1203795.74,$543172.82,$34889726.33,$1916094.63,$25572300.12,$15137881.99,$15646555.68,$1259529.43,$73063239.63,$48806772.03,$29484565.37,$88940875.76,43.05,28.48,79.33,46.38,10.25,62.77,29.66,63.39,11.79,63.13
256,Zoovu,El Salvador,USD,$15.38M,40.4,$42.15M,$1.45B,$2.35B,$255.6M,$47.56M,$1.08B,$350.14M,$59.43M,$199.67M,$324.29M,$19726428.74,$77268204.70,$60746316.24,$65422988.40,$46576472.47,$46607281.85,$50437634.51,$84549755.90,$70038590.05,$54641750.19,$1819490.59,$56288548.42,$67862909.73,$36106362.21,$59663435.21,$87779113.39,$35943471.37,$776065.49,$61512847.53,$34873176.66,28.86,96.49,22.02,1.13,22.65,54.85,46.89,92.05,48.5,25.81
257,Centidel,Ukraine,UAH,n/a,84.7,$80.04M,$893.84M,$47.44B,$208.93M,$70.95M,$4.15B,$48.64M,$155.93M,n/a,$641.32M,$48598544.53,$43601852.76,$94903228.14,$55017862.10,$70020365.28,$55541468.01,$31504045.29,$22786660.80,$90325985.90,$61920183.74,$8219565.08,$734306.89,$57341245.35,$12904396.31,$60815735.71,$76440719.34,$15541904.15,$71468876.26,$57545725.24,$45308945.09,34.01,39.38,38.36,58.06,55.94,16.7,43.67,37.72,77.39,47.1
258,Voonyx,Indonesia,IDR,n/a,77.9,n/a,$592.54M,$315.63M,$1.95M,$3.6B,n/a,$156.56M,$7.81B,$499.79M,$170.57M,$53012186.99,$85491645.59,$98001263.69,$63253262.90,$40671550.42,$92829914.08,$43484281.69,$55355684.82,$57965950.34,$6111780.62,$52602511.89,$31531139.70,$84814119.43,$45886452.10,$57193381.01,$58941593.22,$14463709.51,$38369479.65,$65934655.19,$97604023.51,44.78,82.68,90.6,17.77,48.7,93.93,77.0,41.09,30.91,75.23
259,Oyoloo,Turkey,TRY,$16B,63.0,$311.58M,$909.02M,$1.01B,n/a,$7.07M,n/a,$84.31M,$2.38B,$208.46M,$4.04B,$33745291.35,$65194817.77,$40905663.41,$34541286.64,$10707338.14,$51623249.56,$23368946.86,$87187897.95,$78688205.45,$25299678.29,$96454.56,$92346115.31,$6517266.11,$48156470.62,$51862288.47,$23243991.43,$52544329.98,$96326139.52,$2612969.76,$15063402.63,92.5,26.11,97.14,40.33,46.15,52.44,24.67,7.36,43.33,33.29
260,Flipopia,Sweden,SEK,$452.19M,33.2,$24.23M,$52.7B,n/a,n/a,$392.94M,$617.06M,$24.06B,$3.18B,$38.18M,$165.72M,$66779251.60,$57175347.08,$94566690.63,$91573343.32,$58258384.53,$29684694.66,$88095933.44,$41425380.23,$52090819.71,$78409792.70,$19374344.75,$79580728.30,$21768526.75,$14709610.10,$90939113.69,$52369703.53,$89210579.52,$28069029.01,$42011925.70,$37609747.33,84.84,22.35,8.89,19.67,57.56,88.65,89.13,99.65,82.17,65.04
261,Twinte,Guatemala,GTQ,$369.08M,34.8,$3.1B,$415.62M,$1.26B,$4.62B,$9.89M,$2.81B,$305.43M,$61.03M,$3.33B,$2.59B,$3353665.39,$4217749.05,$45965314.79,$36616876.46,$60839870.85,$38731352.94,$11132609.62,$95488425.87,$49588773.48,$11317207.85,$83484535.62,$50063479.98,$88202783.88,$99439793.46,$48159632.87,$18792802.18,$56914779.52,$69838911.83,$30445281.49,$14631718.49,53.64,5.24,13.58,78.38,80.34,41.43,50.51,61.83,77.27,23.56
262,Divavu,Afghanistan,AFN,$128.88M,61.7,$439.76M,$4.19B,$3.97B,n/a,$265.68M,$21.26M,$145.49M,n/a,$19.68B,$222.28M,$319444.55,$37858833.27,$63134036.03,$79009761.56,$19390481.24,$48524711.31,$29910351.38,$40096536.29,$61998617.17,$46859831.82,$72979901.47,$58704135.97,$94120488.73,$669922.45,$24383552.03,$98215993.21,$81653150.98,$32037221.17,$92427026.67,$48518985.25,91.89,13.86,21.73,98.85,61.8,31.48,78.81,99.65,97.39,99.42
263,Babblestorm,Azerbaijan,AZN,$1.15B,38.4,$283.59M,$1.14M,$324.86M,$26.26M,$50.03B,$113.57M,$80.86M,$1.38B,$4.69B,$3.31B,$66611641.16,$66653705.28,$265228.92,$62662057.07,$34256643.82,$83992619.62,$84859153.93,$80540860.12,$41584287.66,$75431504.70,$55266403.26,$24215197.09,$16300739.49,$93882387.81,$44691956.13,$93140393.76,$13370743.00,$46937606.33,$40656821.85,$4830548.47,59.62,19.5,84.78,98.93,88.34,50.02,15.4,39.3,49.0,32.24
264,Edgeblab,China,CNY,$87.89M,36.0,$57.56B,n/a,$7.07M,$389.82M,$2.45B,n/a,$2.24B,$159.86M,$8.64B,$69M,$40590630.58,$66484783.41,$21370333.08,$36102751.64,$91774981.32,$65015910.31,$62999314.31,$4367285.39,$9014467.08,$77170388.55,$66542302.63,$16579108.87,$73190794.50,$8943247.97,$38887129.54,$92628323.13,$35151830.74,$93919705.99,$65892663.48,$43676147.51,20.45,20.81,61.01,10.67,83.4,63.72,28.14,89.42,11.73,66.83
265,Photofeed,Philippines,PHP,$608.57M,94.9,$2.5B,$76.52M,$875.69M,$1.05B,$7.2B,$67.87M,$1.43B,$187.36M,$177M,$2.05B,$96050637.65,$12007952.86,$46135725.92,$43459895.12,$46411186.24,$8376013.13,$64886125.69,$89252322.85,$33515929.94,$69147644.00,$59886867.75,$20097505.08,$25068883.84,$86951528.39,$55239228.95,$42387057.76,$85866160.13,$62115183.81,$90040012.35,$68917432.08,1.62,5.47,2.55,60.93,10.12,44.04,93.05,46.95,58.19,87.54
266,Roodel,Russia,RUB,$395.71M,48.4,$54.18B,$433.25M,$871.78M,$614.25M,$18.63B,$38.77M,$93.37M,$433.94M,$534.38M,$3.13B,$54958651.17,$96813577.97,$48439937.31,$2098894.35,$53575277.57,$50869764.06,$27986675.55,$73122393.54,$73932141.05,$44659578.99,$82838958.47,$13386549.03,$21834671.74,$49874017.71,$23820050.44,$6980408.53,$74980935.79,$66021551.91,$70844557.24,$16555119.59,87.49,70.53,33.68,23.8,55.91,28.1,47.71,56.44,6.81,84.18
267,Jabbersphere,Russia,RUB,$9.54B,34.0,$4.9M,$13.85M,$1.79B,$316.82M,n/a,$32.03M,$3.43B,$14.65M,$16.59M,$38.81B,$60891528.74,$67887327.26,$27496715.79,$33152737.43,$15235717.99,$18343263.21,$52770665.81,$58942953.83,$6644995.18,$37033220.97,$61270327.19,$15549886.39,$98871725.07,$37084170.78,$67119037.01,$70279000.96,$67260505.90,$24722.62,$26946461.83,$28000885.40,94.03,61.41,73.35,67.49,87.46,62.77,64.04,64.22,55.16,1.48
268,Skinte,Peru,PEN,$2.35B,76.3,$1.93B,$126.08M,$4.21B,$238.33M,$50.09B,$3.02B,$436.92M,$42.87B,$1.61B,$300.24M,$69754136.56,$75663368.09,$40485626.30,$49293339.88,$83205458.22,$26579775.93,$13630960.73,$84840558.73,$67084357.50,$16316177.62,$59812067.02,$49062491.66,$31132539.23,$64401973.83,$83477482.58,$5831607.60,$20141046.70,$9063261.16,$47975568.34,$42056278.25,15.92,72.8,42.83,2.45,57.55,39.3,43.08,98.98,88.09,47.14
269,Rhynoodle,Portugal,EUR,$169.12M,77.6,$158.53M,$42.84B,$2.88B,n/a,$757.6M,$276.46M,$59.33M,$21.83B,$1.07B,$196.12M,$82165520.39,$40945410.84,$51769461.40,$95916063.02,$38699153.68,$45556988.58,$68840301.10,$97808083.84,$72261308.77,$99101546.08,$47535727.36,$68866655.78,$47097910.05,$90909677.14,$50070516.60,$92916999.40,$68165367.13,$68346554.02,$5622343.94,$34763222.03,27.02,93.25,18.48,92.01,95.01,3.32,30.56,26.09,92.01,47.84
270,Buzzbean,China,CNY,$51.1B,62.3,$2.19B,n/a,$305.71M,$1.76B,$12.16M,$61.32M,n/a,n/a,n/a,$126.32M,$83835420.28,$11809743.06,$96231198.94,$51015856.24,$56417380.28,$36962963.72,$92917387.93,$21647392.12,$68602116.36,$25647911.19,$92812038.92,$18693288.19,$80725943.18,$51142978.43,$85936671.89,$22004580.04,$98680855.56,$38120078.56,$8564826.08,$5035521.00,43.6,99.13,17.29,16.42,24.65,3.48,12.28,97.08,10.73,99.53
271,Abatz,Germany,EUR,$1.9B,48.7,$4.5M,$12.32B,n/a,$49.81M,$3.64B,$5.46B,$42.39M,$70.33M,$299.37M,$3.52B,$90572824.01,$47234062.72,$16703966.26,$32198329.33,$94513312.39,$91951093.72,$68761281.47,$15050760.16,$54789493.21,$7656658.58,$95588875.39,$53414888.52,$3062577.06,$58957873.84,$91042225.44,$23513779.39,$65041932.02,$74932904.55,$75804919.73,$74841553.50,63.33,42.35,41.87,25.89,81.24,94.16,63.65,95.61,59.02,4.75
272,Kwimbee,China,CNY,n/a,84.1,$480.79M,$1.06B,$284.99M,$133.17M,$661.71M,$1.07B,$21.4M,$332.73M,$15.55B,$24.35M,$83226118.66,$85940411.31,$52660645.75,$38571143.48,$61197759.27,$62943518.56,$59034508.51,$61253638.46,$37381837.75,$93318874.58,$55201196.69,$30598483.57,$93771289.43,$67351183.14,$89016368.34,$51108718.01,$74918606.85,$32375228.66,$88089773.26,$74957491.74,74.35,77.54,10.8,47.78,6.53,49.84,36.8,36.16,60.19,99.53
273,Realbuzz,Albania,ALL,$52.67M,77.6,$8.63B,$217.04M,$23.39B,$17.52B,n/a,$1.68B,$122.4M,$1.82B,$5.1B,$21.4M,$73963186.26,$30599531.54,$29129641.25,$55404300.93,$14069894.60,$72482240.32,$12303746.16,$25188906.47,$96633399.68,$66380924.36,$73938077.43,$76790978.19,$84994938.05,$12660454.96,$94125189.78,$12403334.00,$47312413.72,$2334541.83,$54582875.11,$59421031.84,70.7,52.18,1.18,32.87,50.5,97.02,43.1,69.63,66.31,29.8
274,Fanoodle,Morocco,MAD,$27.57M,67.8,$33.83M,$233.08M,$67.58M,$1.41B,$61.57M,$175.04M,$2.28B,$4.01B,$1.54B,$323.94M,$53735649.17,$40393582.98,$11678569.20,$49530923.17,$81114756.31,$70280662.74,$8432416.28,$13002912.62,$3990303.47,$58978681.03,$13612736.47,$21316856.18,$67444742.03,$28853148.57,$18550000.22,$26772463.98,$57790574.32,$82756915.91,$29284076.03,$12237037.48,66.91,71.77,23.64,12.34,6.81,68.63,77.78,46.51,90.1,64.14
